,Index,Team,Season,Date,Against,Score,Type,PS,WPS,Diff,W,Bias,Home,Away,FWStreak,UWStreak,ranking
17623,Detroit_02/06/00,Detroit,1999.0,2/6/00,Houston,109-105,Regular Season,-8.0,0.0,4.0,1.0,-4.0,Detroit,Houston,2.0,0.0,
17624,Detroit_02/06/01,Detroit,2000.0,2/6/01,Denver,94-83,Regular Season,-3.0,1.0,11.0,1.0,8.0,Detroit,Denver,3.0,0.0,
17625,Detroit_02/06/07,Detroit,2006.0,2/6/07,Boston,        109-102,Regular Season,-11.0,0.0,7.0,1.0,-4.0,Detroit,Boston,0.0,0.0,8.0
17628,Detroit_02/06/08,Detroit,2007.0,2/6/08,Miami,        100-95,Regular Season,-16.0,0.0,5.0,1.0,-11.0,Detroit,Miami,1.0,2.0,5.0
17631,Detroit_02/06/10,Detroit,2009.0,2/6/10,Brooklyn,        99-92,Regular Season,-7.0,0.0,7.0,1.0,0.0,Detroit,Brooklyn,2.0,0.0,25.0
17634,Detroit_02/06/13,Detroit,2012.0,2/6/13,Brooklyn,        90-93,Regular Season,-2.0,0.0,-3.0,0.0,-5.0,Detroit,Brooklyn,3.0,0.0,20.0
17637,Detroit_02/06/97,Detroit,1996.0,2/6/97,Houston,96-87,Regular Season,-10.5,0.0,9.0,1.0,-1.5,Detroit,Houston,0.0,0.0,
17638,Detroit_02/07/02,Detroit,2001.0,2/7/02,L.A. Clippers,105-92,Regular Season,-5.5,1.0,13.0,1.0,7.5,Detroit,L.A. Clippers,1.0,0.0,
17639,Detroit_02/07/14,Detroit,2013.0,2/7/14,Brooklyn,        111-95,Regular Season,-1.5,1.0,16.0,1.0,14.5,Detroit,Brooklyn,1.0,3.0,25.0
17642,Detroit_02/07/91,Detroit,1990.0,2/7/91,Chicago,93-95,Regular Season,-3.5,0.0,-2.0,0.0,-5.5,Detroit,Chicago,2.0,0.0,
17643,Detroit_02/07/93,Detroit,1992.0,2/7/93,Oklahoma City,101-103,Regular Season,0.0,0.0,-2.0,0.0,-2.0,Detroit,Oklahoma City,0.0,0.0,
17644,Detroit_02/07/95,Detroit,1994.0,2/7/95,Washington,119-115,Regular Season,-4.0,0.0,4.0,1.0,0.0,Detroit,Washington,0.0,1.0,
17645,Detroit_02/07/96,Orlando,1995.0,2/7/96,@ Detroit,83-97,Regular Season,-3.0,0.0,-14.0,0.0,-17.0,Detroit,Orlando,0.0,1.0,
17646,Detroit_02/07/99,Indiana,1998.0,2/7/99,@ Detroit,98-107,Regular Season,-2.5,0.0,-9.0,0.0,-11.5,Detroit,Indiana,0.0,2.0,
17647,Detroit_02/08/01,Houston,2000.0,2/8/01,@ Detroit,103-90,Regular Season,-1.0,1.0,13.0,1.0,12.0,Detroit,Houston,9.0,3.0,
17648,Detroit_02/08/06,Detroit,2005.0,2/8/06,L.A. Clippers,        97-87,Regular Season,-8.0,1.0,10.0,1.0,2.0,Detroit,L.A. Clippers,0.0,0.0,1.0
17651,Detroit_02/08/07,Detroit,2006.0,2/8/07,L.A. Lakers,        93-78,Regular Season,-4.5,1.0,15.0,1.0,10.5,Detroit,L.A. Lakers,1.0,2.0,8.0
17654,Detroit_02/08/08,Detroit,2007.0,2/8/08,Portland,        91-82,Regular Season,-11.5,0.0,9.0,1.0,-2.5,Detroit,Portland,2.0,0.0,5.0
17657,Detroit_02/08/09,Detroit,2008.0,2/8/09,Phoenix,        97-107,Regular Season,-1.0,0.0,-10.0,0.0,-11.0,Detroit,Phoenix,3.0,9.0,18.0
17660,Detroit_02/08/11,San Antonio,2010.0,2/8/11,@ Detroit,        100-89,Regular Season,-6.5,1.0,11.0,1.0,4.5,Detroit,San Antonio,0.0,0.0,1.0
17663,Detroit_02/08/13,San Antonio,2012.0,2/8/13,@ Detroit,        109-119,Regular Season,-5.0,0.0,-10.0,0.0,-15.0,Detroit,San Antonio,2.0,1.0,1.0
17666,Detroit_02/08/14,Detroit,2013.0,2/8/14,Denver,        126-109,Regular Season,-2.0,1.0,17.0,1.0,15.0,Detroit,Denver,2.0,0.0,25.0
17669,Detroit_02/08/95,New Orleans,1994.0,2/8/95,@ Detroit,106-78,Regular Season,-5.5,1.0,28.0,1.0,22.5,Detroit,New Orleans,1.0,3.0,
17670,Detroit_02/08/99,Detroit,1998.0,2/8/99,Washington,106-103,Regular Season,-6.0,0.0,3.0,1.0,-3.0,Detroit,Washington,0.0,0.0,
17671,Detroit_02/09/00,Detroit,1999.0,2/9/00,Toronto,115-108,Regular Season,-5.0,1.0,7.0,1.0,2.0,Detroit,Toronto,1.0,1.0,
17672,Detroit_02/09/93,Detroit,1992.0,2/9/93,Miami,105-106,Regular Season,-4.5,0.0,-1.0,0.0,-5.5,Detroit,Miami,5.0,1.0,
17673,Detroit_02/10/05,Detroit,2004.0,2/10/05,L.A. Lakers,        103-81,Regular Season,-12.5,1.0,22.0,1.0,9.5,Detroit,L.A. Lakers,0.0,2.0,8.0
17676,Detroit_02/10/07,Detroit,2006.0,2/10/07,Toronto,        98-92,Regular Season,-7.0,0.0,6.0,1.0,-1.0,Detroit,Toronto,2.0,2.0,8.0
17679,Detroit_02/10/08,Detroit,2007.0,2/10/08,Charlotte,        113-87,Regular Season,-12.0,1.0,26.0,1.0,14.0,Detroit,Charlotte,3.0,0.0,5.0
17682,Detroit_02/10/10,Detroit,2009.0,2/10/10,Sacramento,        97-103,Regular Season,-4.0,0.0,-6.0,0.0,-10.0,Detroit,Sacramento,0.0,0.0,28.0
17685,Detroit_02/10/12,Detroit,2011.0,2/10/12,Brooklyn,        109-92,Regular Season,-2.5,1.0,17.0,1.0,14.5,Detroit,Brooklyn,0.0,0.0,27.0
17688,Detroit_02/10/14,San Antonio,2013.0,2/10/14,@ Detroit,        100-109,Regular Season,-3.0,0.0,-9.0,0.0,-12.0,Detroit,San Antonio,2.0,1.0,9.0
17691,Detroit_02/10/94,Houston,1993.0,2/10/94,@ Detroit,104-81,Regular Season,-7.0,1.0,23.0,1.0,16.0,Detroit,Houston,2.0,0.0,
17692,Detroit_02/11/04,Sacramento,2003.0,2/11/04,@ Detroit,96-94,Regular Season,-1.0,1.0,2.0,1.0,1.0,Detroit,Sacramento,1.0,1.0,1.0
17695,Detroit_02/11/09,Detroit,2008.0,2/11/09,Atlanta,        95-99,Regular Season,-3.5,0.0,-4.0,0.0,-7.5,Detroit,Atlanta,0.0,1.0,18.0
17698,Detroit_02/11/11,Miami,2010.0,2/11/11,@ Detroit,        106-92,Regular Season,-8.0,1.0,14.0,1.0,6.0,Detroit,Miami,3.0,0.0,4.0
17701,Detroit_02/11/13,Detroit,2012.0,2/11/13,New Orleans,        86-105,Regular Season,-6.0,0.0,-19.0,0.0,-25.0,Detroit,New Orleans,0.0,1.0,21.0
17704,Detroit_02/11/98,Detroit,1997.0,2/11/98,Milwaukee,95-83,Regular Season,-7.0,1.0,12.0,1.0,5.0,Detroit,Milwaukee,0.0,2.0,
17705,Detroit_02/11/99,Detroit,1998.0,2/11/99,Orlando,81-87,Regular Season,-4.5,0.0,-6.0,0.0,-10.5,Detroit,Orlando,1.0,1.0,
17706,Detroit_02/12/02,Detroit,2001.0,2/12/02,Phoenix,71-99,Regular Season,-4.0,0.0,-28.0,0.0,-32.0,Detroit,Phoenix,0.0,0.0,
17707,Detroit_02/12/05,Detroit,2004.0,2/12/05,Washington,        107-86,Regular Season,-9.0,1.0,21.0,1.0,12.0,Detroit,Washington,0.0,1.0,8.0
17710,Detroit_02/12/07,Detroit,2006.0,2/12/07,L.A. Clippers,        92-74,Regular Season,-10.0,1.0,18.0,1.0,8.0,Detroit,L.A. Clippers,0.0,0.0,7.0
17713,Detroit_02/12/12,Detroit,2011.0,2/12/12,Washington,        77-98,Regular Season,-6.0,0.0,-21.0,0.0,-27.0,Detroit,Washington,2.0,0.0,27.0
17716,Detroit_02/12/14,Detroit,2013.0,2/12/14,Cleveland,        89-93,Regular Season,-8.0,0.0,-4.0,0.0,-12.0,Detroit,Cleveland,0.0,0.0,23.0
17719,Detroit_02/12/93,Brooklyn,1992.0,2/12/93,@ Detroit,97-106,Regular Season,-3.0,0.0,-9.0,0.0,-12.0,Detroit,Brooklyn,2.0,0.0,
17720,Detroit_02/12/97,Detroit,1996.0,2/12/97,Orlando,96-87,Regular Season,-6.0,1.0,9.0,1.0,3.0,Detroit,Orlando,1.0,1.0,
17721,Detroit_02/13/03,Detroit,2002.0,2/13/03,Orlando,98-88,Regular Season,-7.5,1.0,10.0,1.0,2.5,Detroit,Orlando,2.0,0.0,7.0
17724,Detroit_02/13/08,Detroit,2007.0,2/13/08,Indiana,        96-80,Regular Season,-10.5,1.0,16.0,1.0,5.5,Detroit,Indiana,3.0,1.0,1.0
17727,Detroit_02/13/11,Portland,2010.0,2/13/11,@ Detroit,        105-100,Regular Season,-2.5,1.0,5.0,1.0,2.5,Detroit,Portland,0.0,4.0,
17729,Detroit_02/13/13,Detroit,2012.0,2/13/13,Washington,        96-85,Regular Season,-2.0,1.0,11.0,1.0,9.0,Detroit,Washington,0.0,2.0,21.0
17732,Detroit_02/13/91,Detroit,1990.0,2/13/91,Indiana,101-105,Regular Season,-10.0,0.0,-4.0,0.0,-14.0,Detroit,Indiana,1.0,1.0,
17733,Detroit_02/13/92,Detroit,1991.0,2/13/92,Minnesota,93-96,Regular Season,-12.5,0.0,-3.0,0.0,-15.5,Detroit,Minnesota,0.0,0.0,
17734,Detroit_02/14/01,Detroit,2000.0,2/14/01,Brooklyn,105-86,Regular Season,-4.5,1.0,19.0,1.0,14.5,Detroit,Brooklyn,0.0,3.0,
17735,Detroit_02/14/05,Detroit,2004.0,2/14/05,Milwaukee,        107-83,Regular Season,-12.5,1.0,24.0,1.0,11.5,Detroit,Milwaukee,0.0,2.0,9.0
17738,Detroit_02/14/06,Detroit,2005.0,2/14/06,Brooklyn,        85-71,Regular Season,-9.0,1.0,14.0,1.0,5.0,Detroit,Brooklyn,1.0,1.0,1.0
17741,Detroit_02/14/07,Detroit,2006.0,2/14/07,San Antonio,        81-90,Regular Season,-4.0,0.0,-9.0,0.0,-13.0,Detroit,San Antonio,2.0,2.0,7.0
17744,Detroit_02/14/11,Atlanta,2010.0,2/14/11,@ Detroit,        94-79,Regular Season,-4.0,1.0,15.0,1.0,11.0,Detroit,Atlanta,1.0,0.0,11.0
17752,Detroit_02/14/12,San Antonio,2011.0,2/14/12,@ Detroit,        99-95,Regular Season,-8.5,0.0,4.0,1.0,-4.5,Detroit,San Antonio,4.0,0.0,2.0
17755,Detroit_02/14/95,New York,1994.0,2/14/95,@ Detroit,94-106,Regular Season,-6.0,0.0,-12.0,0.0,-18.0,Detroit,New York,0.0,0.0,
17756,Detroit_02/15/94,Detroit,1993.0,2/15/94,Washington,100-93,Regular Season,-5.0,1.0,7.0,1.0,2.0,Detroit,Washington,2.0,0.0,
17757,Detroit_02/15/96,Chicago,1995.0,2/15/96,@ Detroit,112-109,Regular Season,-7.5,0.0,3.0,1.0,-4.5,Detroit,Chicago,6.0,0.0,
17758,Detroit_02/16/10,Detroit,2009.0,2/16/10,Minnesota,        108-85,Regular Season,-5.5,1.0,23.0,1.0,17.5,Detroit,Minnesota,2.0,1.0,27.0
17761,Detroit_02/16/11,Indiana,2010.0,2/16/11,@ Detroit,        109-115,Regular Season,-1.5,0.0,-6.0,0.0,-7.5,Detroit,Indiana,1.0,3.0,21.0
17764,Detroit_02/16/93,Detroit,1992.0,2/16/93,Orlando,124-120,Regular Season,0.0,1.0,4.0,1.0,4.0,Detroit,Orlando,5.0,2.0,
17765,Detroit_02/17/03,Detroit,2002.0,2/17/03,Miami,93-62,Regular Season,-10.5,1.0,31.0,1.0,20.5,Detroit,Miami,0.0,0.0,4.0
17768,Detroit_02/17/09,Detroit,2008.0,2/17/09,Milwaukee,        86-92,Regular Season,-6.5,0.0,-6.0,0.0,-12.5,Detroit,Milwaukee,0.0,2.0,16.0
17771,Detroit_02/17/12,Detroit,2011.0,2/17/12,Sacramento,        114-108,Regular Season,-2.5,1.0,6.0,1.0,3.5,Detroit,Sacramento,0.0,0.0,27.0
17774,Detroit_02/17/96,Detroit,1995.0,2/17/96,Toronto,108-95,Regular Season,-8.5,1.0,13.0,1.0,4.5,Detroit,Toronto,0.0,0.0,
17775,Detroit_02/17/99,Miami,1998.0,2/17/99,@ Detroit,91-80,Regular Season,0.0,1.0,11.0,1.0,11.0,Detroit,Miami,1.0,0.0,
17776,Detroit_02/18/02,Detroit,2001.0,2/18/02,Toronto,89-76,Regular Season,-9.0,1.0,13.0,1.0,4.0,Detroit,Toronto,0.0,0.0,
17777,Detroit_02/18/04,Detroit,2003.0,2/18/04,Milwaukee,102-98,Regular Season,-6.0,0.0,4.0,1.0,-2.0,Detroit,Milwaukee,1.0,0.0,8.0
17780,Detroit_02/18/14,Detroit,2013.0,2/18/14,Charlotte,        96-108,Regular Season,-4.5,0.0,-12.0,0.0,-16.5,Detroit,Charlotte,2.0,2.0,24.0
17783,Detroit_02/18/91,Detroit,1990.0,2/18/91,Oklahoma City,85-83,Regular Season,-7.5,0.0,2.0,1.0,-5.5,Detroit,Oklahoma City,0.0,0.0,
17784,Detroit_02/18/92,Detroit,1991.0,2/18/92,Orlando,117-95,Regular Season,-12.5,1.0,22.0,1.0,9.5,Detroit,Orlando,1.0,0.0,
17785,Detroit_02/19/01,Detroit,2000.0,2/19/01,L.A. Clippers,106-111,Regular Season,-6.5,0.0,-5.0,0.0,-11.5,Detroit,L.A. Clippers,0.0,0.0,
17786,Detroit_02/19/08,Detroit,2007.0,2/19/08,Orlando,        85-103,Regular Season,-6.5,0.0,-18.0,0.0,-24.5,Detroit,Orlando,1.0,2.0,1.0
17789,Detroit_02/19/09,Detroit,2008.0,2/19/09,San Antonio,        79-83,Regular Season,-1.0,0.0,-4.0,0.0,-5.0,Detroit,San Antonio,0.0,2.0,16.0
17792,Detroit_02/19/10,Milwaukee,2009.0,2/19/10,@ Detroit,        91-85,Regular Season,-1.0,1.0,6.0,1.0,5.0,Detroit,Milwaukee,0.0,0.0,19.0
17795,Detroit_02/19/12,Boston,2011.0,2/19/12,@ Detroit,        81-96,Regular Season,-4.5,0.0,-15.0,0.0,-19.5,Detroit,Boston,1.0,0.0,10.0
17799,Detroit_02/19/13,Memphis,2012.0,2/19/13,@ Detroit,        105-91,Regular Season,-3.0,1.0,14.0,1.0,11.0,Detroit,Memphis,0.0,1.0,7.0
17802,Detroit_02/19/96,Detroit,1995.0,2/19/96,Minnesota,113-83,Regular Season,-8.0,1.0,30.0,1.0,22.0,Detroit,Minnesota,1.0,1.0,
17803,Detroit_02/19/97,Detroit,1996.0,2/19/97,Washington,100-85,Regular Season,-9.0,1.0,15.0,1.0,6.0,Detroit,Washington,2.0,0.0,
17804,Detroit_02/20/02,Detroit,2001.0,2/20/02,Washington,97-90,Regular Season,-7.5,0.0,7.0,1.0,-0.5,Detroit,Washington,0.0,0.0,
17805,Detroit_02/20/04,Detroit,2003.0,2/20/04,Minnesota,87-88,Regular Season,-3.0,0.0,-1.0,0.0,-4.0,Detroit,Minnesota,1.0,0.0,8.0
17808,Detroit_02/20/91,Detroit,1990.0,2/20/91,Atlanta,97-89,Regular Season,-5.5,1.0,8.0,1.0,2.5,Detroit,Atlanta,1.0,0.0,
17809,Detroit_02/20/95,Detroit,1994.0,2/20/95,Sacramento,99-93,Regular Season,-2.0,1.0,6.0,1.0,4.0,Detroit,Sacramento,2.0,0.0,
17810,Detroit_02/21/00,Detroit,1999.0,2/21/00,Miami,95-87,Regular Season,-4.0,1.0,8.0,1.0,4.0,Detroit,Miami,3.0,7.0,
17811,Detroit_02/21/01,New York,2000.0,2/21/01,@ Detroit,85-90,Regular Season,-2.5,0.0,-5.0,0.0,-7.5,Detroit,New York,3.0,4.0,
17812,Detroit_02/21/06,Detroit,2005.0,2/21/06,Atlanta,        97-87,Regular Season,-14.0,0.0,10.0,1.0,-4.0,Detroit,Atlanta,0.0,0.0,3.0
17815,Detroit_02/21/07,Detroit,2006.0,2/21/07,Orlando,        110-88,Regular Season,-7.5,1.0,22.0,1.0,14.5,Detroit,Orlando,1.0,0.0,5.0
17818,Detroit_02/21/10,San Antonio,2009.0,2/21/10,@ Detroit,        101-109,Regular Season,-4.5,0.0,-8.0,0.0,-12.5,Detroit,San Antonio,5.0,2.0,13.0
17821,Detroit_02/21/14,Detroit,2013.0,2/21/14,Atlanta,        115-107,Regular Season,-4.0,1.0,8.0,1.0,4.0,Detroit,Atlanta,0.0,0.0,24.0
17824,Detroit_02/21/94,Detroit,1993.0,2/21/94,Dallas,88-98,Regular Season,-6.0,0.0,-10.0,0.0,-16.0,Detroit,Dallas,2.0,1.0,
17825,Detroit_02/21/96,Detroit,1995.0,2/21/96,New York,110-113,Regular Season,-3.5,0.0,-3.0,0.0,-6.5,Detroit,New York,0.0,0.0,
17826,Detroit_02/21/97,Detroit,1996.0,2/21/97,Brooklyn,98-84,Regular Season,-12.0,1.0,14.0,1.0,2.0,Detroit,Brooklyn,0.0,2.0,
17827,Detroit_02/22/03,Detroit,2002.0,2/22/03,New Orleans,91-93,Regular Season,-8.5,0.0,-2.0,0.0,-10.5,Detroit,New Orleans,1.0,0.0,4.0
17830,Detroit_02/22/04,Detroit,2003.0,2/22/04,Orlando,86-87,Regular Season,-9.5,0.0,-1.0,0.0,-10.5,Detroit,Orlando,0.0,0.0,8.0
17833,Detroit_02/22/05,Detroit,2004.0,2/22/05,New York,        97-88,Regular Season,-10.5,0.0,9.0,1.0,-1.5,Detroit,New York,0.0,0.0,7.0
17836,Detroit_02/22/08,Detroit,2007.0,2/22/08,Milwaukee,        127-100,Regular Season,-12.5,1.0,27.0,1.0,14.5,Detroit,Milwaukee,1.0,0.0,1.0
17839,Detroit_02/22/11,Houston,2010.0,2/22/11,@ Detroit,        108-100,Regular Season,-1.5,1.0,8.0,1.0,6.5,Detroit,Houston,3.0,0.0,18.0
17842,Detroit_02/22/14,Dallas,2013.0,2/22/14,@ Detroit,        113-102,Regular Season,-3.0,1.0,11.0,1.0,8.0,Detroit,Dallas,1.0,0.0,9.0
17845,Detroit_02/23/00,Detroit,1999.0,2/23/00,Indiana,111-118,Regular Season,-2.5,0.0,-7.0,0.0,-9.5,Detroit,Indiana,0.0,8.0,
17846,Detroit_02/23/01,Philadelphia,2000.0,2/23/01,@ Detroit,99-78,Regular Season,-7.0,1.0,21.0,1.0,14.0,Detroit,Philadelphia,2.0,0.0,
17847,Detroit_02/23/06,Detroit,2005.0,2/23/06,Indiana,        88-83,Regular Season,-9.5,0.0,5.0,1.0,-4.5,Detroit,Indiana,1.0,12.0,3.0
17850,Detroit_02/23/13,Indiana,2012.0,2/23/13,@ Detroit,        90-72,Regular Season,-5.0,1.0,18.0,1.0,13.0,Detroit,Indiana,1.0,0.0,6.0
17853,Detroit_02/23/93,Detroit,1992.0,2/23/93,Philadelphia,101-89,Regular Season,-5.0,1.0,12.0,1.0,7.0,Detroit,Philadelphia,0.0,1.0,
17854,Detroit_02/23/98,Detroit,1997.0,2/23/98,Sacramento,111-85,Regular Season,-9.5,1.0,26.0,1.0,16.5,Detroit,Sacramento,1.0,0.0,
17855,Detroit_02/23/99,Detroit,1998.0,2/23/99,Toronto,106-80,Regular Season,,,26.0,1.0,,Detroit,Toronto,2.0,0.0,
17856,Detroit_02/24/14,Golden State,2013.0,2/24/14,@ Detroit,        104-96,Regular Season,-3.5,1.0,8.0,1.0,4.5,Detroit,Golden State,1.0,0.0,12.0
17859,Detroit_02/24/91,L.A. Lakers,1990.0,2/24/91,@ Detroit,102-96,Regular Season,-1.5,1.0,6.0,1.0,4.5,Detroit,L.A. Lakers,1.0,0.0,
17860,Detroit_02/24/99,Detroit,1998.0,2/24/99,Cleveland,89-73,Regular Season,-3.5,1.0,16.0,1.0,12.5,Detroit,Cleveland,0.0,1.0,
17861,Detroit_02/25/00,Detroit,1999.0,2/25/00,Golden State,131-99,Regular Season,-9.5,1.0,32.0,1.0,22.5,Detroit,Golden State,1.0,1.0,
17862,Detroit_02/25/01,Detroit,2000.0,2/25/01,Cleveland,94-101,Regular Season,-5.5,0.0,-7.0,0.0,-12.5,Detroit,Cleveland,2.0,0.0,
17863,Detroit_02/25/07,Detroit,2006.0,2/25/07,Chicago,        95-93,Regular Season,-6.0,0.0,2.0,1.0,-4.0,Detroit,Chicago,2.0,0.0,5.0
17866,Detroit_02/25/13,Atlanta,2012.0,2/25/13,@ Detroit,        114-103,Regular Season,-3.5,1.0,11.0,1.0,7.5,Detroit,Atlanta,1.0,0.0,17.0
17874,Detroit_02/25/92,Chicago,1991.0,2/25/92,@ Detroit,106-108,Regular Season,-3.5,0.0,-2.0,0.0,-5.5,Detroit,Chicago,1.0,0.0,
17875,Detroit_02/25/98,Detroit,1997.0,2/25/98,New Orleans,88-98,Regular Season,-5.0,0.0,-10.0,0.0,-15.0,Detroit,New Orleans,1.0,0.0,
17876,Detroit_02/26/06,Detroit,2005.0,2/26/06,Cleveland,        90-78,Regular Season,-9.0,1.0,12.0,1.0,3.0,Detroit,Cleveland,0.0,0.0,3.0
17879,Detroit_02/26/11,Utah,2010.0,2/26/11,@ Detroit,        116-120,Regular Season,-5.0,0.0,-4.0,0.0,-9.0,Detroit,Utah,0.0,0.0,20.0
17882,Detroit_02/26/93,New York,1992.0,2/26/93,@ Detroit,80-108,Regular Season,-3.0,0.0,-28.0,0.0,-31.0,Detroit,New York,0.0,0.0,
17883,Detroit_02/26/94,Miami,1993.0,2/26/94,@ Detroit,105-100,Regular Season,-8.0,0.0,5.0,1.0,-3.0,Detroit,Miami,2.0,1.0,
17884,Detroit_02/26/97,Detroit,1996.0,2/26/97,Golden State,117-84,Regular Season,-13.0,1.0,33.0,1.0,20.0,Detroit,Golden State,1.0,0.0,
17885,Detroit_02/26/99,Miami,1998.0,2/26/99,@ Detroit,93-95,Regular Season,-1.5,0.0,-2.0,0.0,-3.5,Detroit,Miami,1.0,2.0,
17886,Detroit_02/27/00,Detroit,1999.0,2/27/00,Chicago,93-90,Regular Season,-13.0,0.0,3.0,1.0,-10.0,Detroit,Chicago,3.0,0.0,
17887,Detroit_02/27/02,Detroit,2001.0,2/27/02,Chicago,101-89,Regular Season,-9.5,1.0,12.0,1.0,2.5,Detroit,Chicago,4.0,0.0,
17888,Detroit_02/27/04,Detroit,2003.0,2/27/04,Atlanta,105-83,Regular Season,-12.5,1.0,22.0,1.0,9.5,Detroit,Atlanta,0.0,0.0,8.0
17891,Detroit_02/27/92,Detroit,1991.0,2/27/92,Milwaukee,104-97,Regular Season,-9.5,0.0,7.0,1.0,-2.5,Detroit,Milwaukee,1.0,0.0,
17892,Detroit_02/27/93,Detroit,1992.0,2/27/93,Milwaukee,93-95,Regular Season,-7.0,0.0,-2.0,0.0,-9.0,Detroit,Milwaukee,2.0,0.0,
17893,Detroit_02/27/95,Detroit,1994.0,2/27/95,Milwaukee,97-89,Regular Season,-2.5,1.0,8.0,1.0,5.5,Detroit,Milwaukee,0.0,1.0,
17894,Detroit_02/27/98,Detroit,1997.0,2/27/98,Cleveland,90-87,Regular Season,-4.5,0.0,3.0,1.0,-1.5,Detroit,Cleveland,1.0,2.0,
17895,Detroit_02/28/12,Philadelphia,2011.0,2/28/12,@ Detroit,        97-68,Regular Season,-3.5,1.0,29.0,1.0,25.5,Detroit,Philadelphia,0.0,0.0,13.0
17898,Detroit_02/28/99,Detroit,1998.0,2/28/99,New York,89-68,Regular Season,-4.0,1.0,21.0,1.0,17.0,Detroit,New York,1.0,1.0,
17899,Detroit_02/29/12,Detroit,2011.0,2/29/12,Charlotte,        109-94,Regular Season,-6.0,1.0,15.0,1.0,9.0,Detroit,Charlotte,1.0,0.0,23.0
17902,Detroit_02/29/92,Detroit,1991.0,2/29/92,Brooklyn,90-99,Regular Season,-10.0,0.0,-9.0,0.0,-19.0,Detroit,Brooklyn,2.0,0.0,
17903,Detroit_03/01/00,Detroit,1999.0,3/1/00,Utah,94-107,Regular Season,-2.0,0.0,-13.0,0.0,-15.0,Detroit,Utah,0.0,1.0,
17904,Detroit_03/01/02,Detroit,2001.0,3/1/02,Orlando,110-102,Regular Season,-3.5,1.0,8.0,1.0,4.5,Detroit,Orlando,0.0,7.0,
17905,Detroit_03/01/91,Detroit,1990.0,3/1/91,Utah,92-94,Regular Season,-4.0,0.0,-2.0,0.0,-6.0,Detroit,Utah,0.0,1.0,
17906,Detroit_03/01/93,Detroit,1992.0,3/1/93,Boston,99-95,Regular Season,-3.5,1.0,4.0,1.0,0.5,Detroit,Boston,0.0,2.0,
17907,Detroit_03/01/95,Indiana,1994.0,3/1/95,@ Detroit,79-92,Regular Season,-5.5,0.0,-13.0,0.0,-18.5,Detroit,Indiana,7.0,0.0,
17908,Detroit_03/02/01,Miami,2000.0,3/2/01,@ Detroit,97-93,Regular Season,-5.0,0.0,4.0,1.0,-1.0,Detroit,Miami,2.0,1.0,
17909,Detroit_03/02/10,Boston,2009.0,3/2/10,@ Detroit,        105-100,Regular Season,-4.5,1.0,5.0,1.0,0.5,Detroit,Boston,2.0,0.0,9.0
17913,Detroit_03/02/11,Detroit,2010.0,3/2/11,Minnesota,        105-116,Regular Season,-4.5,0.0,-11.0,0.0,-15.5,Detroit,Minnesota,0.0,0.0,23.0
17916,Detroit_03/02/92,Detroit,1991.0,3/2/92,Washington,99-89,Regular Season,-11.0,0.0,10.0,1.0,-1.0,Detroit,Washington,0.0,0.0,
17917,Detroit_03/02/94,Portland,1993.0,3/2/94,@ Detroit,131-107,Regular Season,-7.5,1.0,24.0,1.0,16.5,Detroit,Portland,3.0,1.0,
17918,Detroit_03/02/97,Detroit,1996.0,3/2/97,Atlanta,82-75,Regular Season,-4.5,1.0,7.0,1.0,2.5,Detroit,Atlanta,1.0,0.0,
17919,Detroit_03/02/98,Detroit,1997.0,3/2/98,Dallas,100-94,Regular Season,-8.5,0.0,6.0,1.0,-2.5,Detroit,Dallas,2.0,0.0,
17920,Detroit_03/03/09,Detroit,2008.0,3/3/09,Denver,        100-95,Regular Season,-3.0,1.0,5.0,1.0,2.0,Detroit,Denver,2.0,0.0,21.0
17923,Detroit_03/03/14,Detroit,2013.0,3/3/14,New York,        96-85,Regular Season,-4.0,1.0,11.0,1.0,7.0,Detroit,New York,0.0,0.0,23.0
17926,Detroit_03/03/91,Detroit,1990.0,3/3/91,L.A. Clippers,107-98,Regular Season,-9.5,0.0,9.0,1.0,-0.5,Detroit,L.A. Clippers,1.0,0.0,
17927,Detroit_03/03/93,Detroit,1992.0,3/3/93,Utah,98-106,Regular Season,-2.0,0.0,-8.0,0.0,-10.0,Detroit,Utah,2.0,2.0,
17928,Detroit_03/04/01,Orlando,2000.0,3/4/01,@ Detroit,84-93,Regular Season,-4.0,0.0,-9.0,0.0,-13.0,Detroit,Orlando,0.0,0.0,
17929,Detroit_03/04/03,Detroit,2002.0,3/4/03,Houston,96-83,Regular Season,-4.0,1.0,13.0,1.0,9.0,Detroit,Houston,1.0,1.0,2.0
17932,Detroit_03/04/08,Detroit,2007.0,3/4/08,Oklahoma City,        100-97,Regular Season,-15.0,0.0,3.0,1.0,-12.0,Detroit,Oklahoma City,0.0,3.0,2.0
17935,Detroit_03/04/92,Detroit,1991.0,3/4/92,Indiana,110-107,Regular Season,-8.5,0.0,3.0,1.0,-5.5,Detroit,Indiana,1.0,0.0,
17936,Detroit_03/04/96,Atlanta,1995.0,3/4/96,@ Detroit,93-99,Regular Season,-4.0,0.0,-6.0,0.0,-10.0,Detroit,Atlanta,0.0,3.0,
17937,Detroit_03/04/97,Detroit,1996.0,3/4/97,Miami,99-108,Regular Season,-8.5,0.0,-9.0,0.0,-17.5,Detroit,Miami,4.0,0.0,
