,Index,Team,Season,Date,Against,Score,Type,PS,WPS,Diff,W,Bias,Home,Away,FWStreak,UWStreak,permalink,attendance
147,Arizona_Sunday 12/29/13,Arizona,2013,Sunday 12/29/13,San Francisco,20-23,Week 17,-3.0,0,-3,0,-6.0,Arizona,San Francisco,-1,2,201312290crd,63570.0
148,Arizona_Sunday 12/30/07,Arizona,2007,Sunday 12/30/07,St. Louis,48-19,Week 17,-6.0,1,29,1,23.0,Arizona,St. Louis,1,1,200712300crd,
149,Arizona_Sunday Night 02/01/09,Pittsburgh,2008,Sunday Night 02/01/09,@ Arizona,27-23,Superbowl,-6.5,0,4,1,-2.5,Arizona,Pittsburgh,1,-2,200902010crd,70774.0
150,Arizona_Sunday Night 09/10/00,Arizona,2000,Sunday Night 09/10/00,Dallas,32-31,Week 2,-3.0,0,1,1,-2.0,Arizona,Dallas,-4,2,200009100crd,66009.0
151,Arizona_Sunday Night 09/23/01,Denver,2001,Sunday Night 09/23/01,@ Arizona,38-17,Week 2,-9.0,1,21,1,12.0,Arizona,Denver,3,1,200109230crd,
152,Arizona_Sunday Night 10/02/05,Arizona,2005,Sunday Night 10/02/05,San Francisco,31-14,Week 4,-3.0,1,17,1,14.0,Arizona,San Francisco,-1,-1,200510020crd,
153,Arizona_Sunday Night 10/17/99,Washington,1999,Sunday Night 10/17/99,@ Arizona,24-10,Week 6,-4.0,1,14,1,10.0,Arizona,Washington,-3,1,199910170crd,55893.0
154,Arizona_Sunday Night 11/26/00,N.Y. Giants,2000,Sunday Night 11/26/00,@ Arizona,31-7,Week 13,-7.5,1,24,1,16.5,Arizona,N.Y. Giants,1,1,200011260crd,42094.0
155,Arizona_Sunday Night 12/06/09,Minnesota,2009,Sunday Night 12/06/09,@ Arizona,17-30,Week 13,-3.5,0,-13,0,-16.5,Arizona,Minnesota,1,-1,200912060crd,64121.0
156,Arizona_Sunday Night 12/19/99,Buffalo,1999,Sunday Night 12/19/99,@ Arizona,31-21,Week 15,-3.5,1,10,1,6.5,Arizona,Buffalo,-6,-1,199912190crd,64337.0
157,Arizona_Thursday 08/07/08,Arizona,2008,Thursday 08/07/08,New Orleans,10-24,Pre-Week 1,-2.5,0,-14,0,-16.5,Arizona,New Orleans,-2,-1,200808070crd,
158,Arizona_Thursday 08/30/12,Arizona,2012,Thursday 08/30/12,Denver,13-16,Pre-Week 4,-3.0,0,-3,0,-6.0,Arizona,Denver,-1,1,201208300crd,
159,Arizona_Thursday 08/31/06,Arizona,2006,Thursday 08/31/06,Denver,23-29,Pre-Week 4,-3.5,0,-6,0,-9.5,Arizona,Denver,-2,2,200608310crd,
160,Arizona_Thursday 09/01/11,Arizona,2011,Thursday 09/01/11,Denver,26-7,Pre-Week 4,-3.0,1,19,1,16.0,Arizona,Denver,-3,3,201109010crd,
161,Arizona_Thursday 09/02/10,Arizona,2010,Thursday 09/02/10,Washington,20-10,Pre-Week 4,-4.0,1,10,1,6.0,Arizona,Washington,2,1,201009020crd,
162,Arizona_Thursday 10/17/13,Seattle,2013,Thursday 10/17/13,@ Arizona,34-22,Week 7,-4.5,1,12,1,7.5,Arizona,Seattle,2,-2,201310170crd,61200.0
163,Atlanta_Friday 08/03/01,Atlanta,2001,Friday 08/03/01,Pittsburgh,16-17,Pre-Week HOF,-2.0,0,-1,0,-3.0,Atlanta,Pittsburgh,-4,-2,200108030atl,
164,Atlanta_Friday 08/08/14,Atlanta,2014,Friday 08/08/14,Miami,16-10,Pre-Week 1,-3.0,1,6,1,3.0,Atlanta,Miami,-5,-2,201408080atl,
165,Atlanta_Friday 08/09/02,Atlanta,2002,Friday 08/09/02,Jacksonville,23-13,Pre-Week 1,-3.5,1,10,1,6.5,Atlanta,Jacksonville,1,12,200208090atl,
166,Atlanta_Friday 08/11/00,Atlanta,2000,Friday 08/11/00,Cincinnati,31-16,Pre-Week 2,-3.5,1,15,1,11.5,Atlanta,Cincinnati,-1,3,200008110atl,
167,Atlanta_Friday 08/11/06,Atlanta,2006,Friday 08/11/06,New England,26-23,Pre-Week 1,-3.0,0,3,1,0.0,Atlanta,New England,1,-2,200608110atl,
168,Atlanta_Friday 08/12/11,Atlanta,2011,Friday 08/12/11,Miami,23-28,Pre-Week 1,-2.0,0,-5,0,-7.0,Atlanta,Miami,2,-1,201108120atl,
169,Atlanta_Friday 08/13/10,Atlanta,2010,Friday 08/13/10,Kansas City,20-10,Pre-Week 1,-2.5,1,10,1,7.5,Atlanta,Kansas City,-1,-3,201008130atl,
170,Atlanta_Friday 08/13/99,Atlanta,1999,Friday 08/13/99,Detroit,35-31,Pre-Week 1,-4.0,0,4,1,0.0,Atlanta,Detroit,1,1,199908130atl,
171,Atlanta_Friday 08/18/00,Atlanta,2000,Friday 08/18/00,San Diego,14-28,Pre-Week 3,-4.0,0,-14,0,-18.0,Atlanta,San Diego,4,1,200008180atl,
172,Atlanta_Friday 08/19/05,Atlanta,2005,Friday 08/19/05,Tennessee,21-24,Pre-Week 2,-3.0,0,-3,0,-6.0,Atlanta,Tennessee,-1,-1,200508190atl,
173,Atlanta_Friday 08/20/04,Atlanta,2004,Friday 08/20/04,Minnesota,27-24,Pre-Week 2,-1.0,1,3,1,2.0,Atlanta,Minnesota,-3,-1,200408200atl,
174,Atlanta_Friday 08/22/08,Atlanta,2008,Friday 08/22/08,Tennessee,17-3,Pre-Week 3,-3.0,1,14,1,11.0,Atlanta,Tennessee,-1,-1,200808220atl,
175,Atlanta_Friday 08/31/01,Atlanta,2001,Friday 08/31/01,Tampa Bay,36-7,Pre-Week 4,-2.0,1,29,1,27.0,Atlanta,Tampa Bay,-1,3,200108310atl,
176,Atlanta_Friday 08/31/07,Baltimore,2007,Friday 08/31/07,@ Atlanta,10-13,Pre-Week 4,-3.5,0,-3,0,-6.5,Atlanta,Baltimore,2,1,200708310atl,
177,Atlanta_Monday 01/03/00,Atlanta,1999,Monday 01/03/00,San Francisco,34-29,Week 17,-6.0,0,5,1,-1.0,Atlanta,San Francisco,1,-2,200001030atl,57980.0
178,Atlanta_Monday 08/27/07,Cincinnati,2007,Monday 08/27/07,@ Atlanta,19-24,Pre-Week 3,-3.0,0,-5,0,-8.0,Atlanta,Cincinnati,-1,2,200708270atl,
179,Atlanta_Monday 09/12/05,Philadelphia,2005,Monday 09/12/05,@ Atlanta,10-14,Week 1,-1.5,0,-4,0,-5.5,Atlanta,Philadelphia,1,3,200509120atl,
180,Atlanta_Monday 09/17/12,Atlanta,2012,Monday 09/17/12,Denver,27-21,Week 2,-3.0,1,6,1,3.0,Atlanta,Denver,4,-2,201209170atl,70427.0
181,Atlanta_Monday 10/07/13,Atlanta,2013,Monday 10/07/13,N.Y. Jets,28-30,Week 5,-10.0,0,-2,0,-12.0,Atlanta,N.Y. Jets,-2,-4,201310070atl,70246.0
182,Atlanta_Monday 10/15/07,N.Y. Giants,2007,Monday 10/15/07,@ Atlanta,31-10,Week 6,-4.5,1,21,1,16.5,Atlanta,N.Y. Giants,-1,-4,200710150atl,
183,Atlanta_Monday 10/24/05,Atlanta,2005,Monday 10/24/05,N.Y. Jets,27-14,Week 7,-8.0,1,13,1,5.0,Atlanta,N.Y. Jets,-5,2,200510240atl,
184,Atlanta_Monday 12/10/07,New Orleans,2007,Monday 12/10/07,@ Atlanta,34-14,Week 14,-4.0,1,20,1,16.0,Atlanta,New Orleans,-1,-2,200712100atl,
185,Atlanta_Monday 12/12/05,Atlanta,2005,Monday 12/12/05,New Orleans,36-17,Week 14,-10.0,1,19,1,9.0,Atlanta,New Orleans,-3,1,200512120atl,
186,Atlanta_Monday 12/27/10,Atlanta,2010,Monday 12/27/10,New Orleans,14-17,Week 16,-2.0,0,-3,0,-5.0,Atlanta,New Orleans,-2,1,201012270atl,70144.0
187,Atlanta_Saturday 01/15/05,Atlanta,2004,Saturday 01/15/05,St. Louis,47-17,Divisional,-7.0,1,30,1,23.0,Atlanta,St. Louis,-1,-1,200501150atl,
188,Atlanta_Saturday 01/15/11,Atlanta,2010,Saturday 01/15/11,Green Bay,21-48,Divisional,-1.0,0,-27,0,-28.0,Atlanta,Green Bay,1,-1,201101150atl,69210.0
189,Atlanta_Saturday 08/09/03,Atlanta,2003,Saturday 08/09/03,Green Bay,21-27,Pre-Week 1,-3.5,0,-6,0,-9.5,Atlanta,Green Bay,3,1,200308090atl,
190,Atlanta_Saturday 08/13/05,Atlanta,2005,Saturday 08/13/05,Baltimore,16-3,Pre-Week 1,-3.0,1,13,1,10.0,Atlanta,Baltimore,1,1,200508130atl,
191,Atlanta_Saturday 08/16/03,Atlanta,2003,Saturday 08/16/03,Baltimore,10-13,Pre-Week 2,-4.5,0,-3,0,-7.5,Atlanta,Baltimore,-1,-1,200308160atl,
192,Atlanta_Saturday 08/16/08,Atlanta,2008,Saturday 08/16/08,Indianapolis,9-16,Pre-Week 2,-3.0,0,-7,0,-10.0,Atlanta,Indianapolis,-2,2,200808160atl,
193,Atlanta_Saturday 08/17/02,Atlanta,2002,Saturday 08/17/02,N.Y. Giants,36-24,Pre-Week 2,-3.0,1,12,1,9.0,Atlanta,N.Y. Giants,-4,1,200208170atl,
194,Atlanta_Saturday 08/21/99,Atlanta,1999,Saturday 08/21/99,Baltimore,6-19,Pre-Week 2,-3.5,0,-13,0,-16.5,Atlanta,Baltimore,-1,1,199908210atl,
195,Atlanta_Saturday 08/23/14,Atlanta,2014,Saturday 08/23/14,Tennessee,17-24,Pre-Week 3,-4.0,0,-7,0,-11.0,Atlanta,Tennessee,-2,2,201408230atl,
196,Atlanta_Saturday 08/28/04,Atlanta,2004,Saturday 08/28/04,Cincinnati,37-10,Pre-Week 3,-1.5,1,27,1,25.5,Atlanta,Cincinnati,-1,-5,200408280atl,
197,Atlanta_Saturday 08/29/09,Atlanta,2009,Saturday 08/29/09,San Diego,27-24,Pre-Week 3,-3.0,0,3,1,0.0,Atlanta,San Diego,1,-1,200908290atl,
198,Atlanta_Saturday 12/16/06,Dallas,2006,Saturday 12/16/06,@ Atlanta,38-28,Week 15,-3.5,1,10,1,6.5,Atlanta,Dallas,-2,2,200612160atl,71102.0
199,Atlanta_Saturday 12/18/04,Atlanta,2004,Saturday 12/18/04,Carolina,34-31,Week 15,-3.0,0,3,1,0.0,Atlanta,Carolina,-1,-2,200412180atl,
200,Atlanta_Sunday 01/01/06,Carolina,2005,Sunday 01/01/06,@ Atlanta,44-11,Week 17,-3.0,1,33,1,30.0,Atlanta,Carolina,1,-1,200601010atl,
201,Atlanta_Sunday 01/01/12,Atlanta,2011,Sunday 01/01/12,Tampa Bay,45-24,Week 17,-10.0,1,21,1,11.0,Atlanta,Tampa Bay,-2,3,201201010atl,68167.0
202,Atlanta_Sunday 01/02/11,Atlanta,2010,Sunday 01/02/11,Carolina,31-10,Week 17,-14.0,1,21,1,7.0,Atlanta,Carolina,-1,-1,201101020atl,67349.0
203,Atlanta_Sunday 01/13/13,Atlanta,2012,Sunday 01/13/13,Seattle,30-28,Divisional,-2.5,0,2,1,-0.5,Atlanta,Seattle,-2,-1,201301130atl,70366.0
204,Atlanta_Sunday 01/20/13,San Francisco,2012,Sunday 01/20/13,@ Atlanta,28-24,Conference,-3.5,1,4,1,0.5,Atlanta,San Francisco,-2,1,201301200atl,70863.0
205,Atlanta_Sunday 09/03/00,Atlanta,2000,Sunday 09/03/00,San Francisco,36-28,Week 1,-7.0,1,8,1,1.0,Atlanta,San Francisco,-2,5,200009030atl,54626.0
206,Atlanta_Sunday 09/07/08,Detroit,2008,Sunday 09/07/08,@ Atlanta,21-34,Week 1,-3.5,0,-13,0,-16.5,Atlanta,Detroit,3,2,200809070atl,62310.0
207,Atlanta_Sunday 09/07/14,New Orleans,2014,Sunday 09/07/14,@ Atlanta,34-37,Week 1,-3.0,0,-3,0,-6.0,Atlanta,New Orleans,1,3,201409070atl,70706.0
208,Atlanta_Sunday 09/12/99,Minnesota,1999,Sunday 09/12/99,@ Atlanta,17-14,Week 1,-4.0,0,3,1,-1.0,Atlanta,Minnesota,1,-1,199909120atl,69555.0
209,Atlanta_Sunday 09/13/09,Atlanta,2009,Sunday 09/13/09,Miami,19-7,Week 1,-4.0,1,12,1,8.0,Atlanta,Miami,-2,2,200909130atl,67606.0
210,Atlanta_Sunday 09/14/03,Atlanta,2003,Sunday 09/14/03,Washington,31-33,Week 2,-3.0,0,-2,0,-5.0,Atlanta,Washington,1,-2,200309140atl,70241.0
211,Atlanta_Sunday 09/15/02,Atlanta,2002,Sunday 09/15/02,Chicago,13-14,Week 2,-3.0,0,-1,0,-4.0,Atlanta,Chicago,-3,1,200209150atl,
212,Atlanta_Sunday 09/15/13,Atlanta,2013,Sunday 09/15/13,St. Louis,31-24,Week 2,-4.0,1,7,1,3.0,Atlanta,St. Louis,-4,-1,201309150atl,70056.0
213,Atlanta_Sunday 09/17/06,Atlanta,2006,Sunday 09/17/06,Tampa Bay,14-3,Week 2,-4.5,1,11,1,6.5,Atlanta,Tampa Bay,1,1,200609170atl,
214,Atlanta_Sunday 09/19/04,Atlanta,2004,Sunday 09/19/04,St. Louis,34-17,Week 2,-1.5,1,17,1,15.5,Atlanta,St. Louis,-1,1,200409190atl,
215,Atlanta_Sunday 09/19/10,Atlanta,2010,Sunday 09/19/10,Arizona,41-7,Week 2,-7.0,1,34,1,27.0,Atlanta,Arizona,1,-4,201009190atl,66824.0
216,Atlanta_Sunday 09/20/09,Atlanta,2009,Sunday 09/20/09,Carolina,28-20,Week 2,-6.0,1,8,1,2.0,Atlanta,Carolina,2,-2,200909200atl,67313.0
217,Atlanta_Sunday 09/21/03,Tampa Bay,2003,Sunday 09/21/03,@ Atlanta,31-10,Week 3,-6.5,1,21,1,14.5,Atlanta,Tampa Bay,-1,3,200309210atl,70871.0
218,Atlanta_Sunday 09/21/08,Atlanta,2008,Sunday 09/21/08,Kansas City,38-14,Week 3,-6.5,1,24,1,17.5,Atlanta,Kansas City,-1,1,200809210atl,62434.0
219,Atlanta_Sunday 09/23/01,Atlanta,2001,Sunday 09/23/01,Carolina,24-16,Week 2,-3.5,1,8,1,4.5,Atlanta,Carolina,-1,2,200109230atl,
220,Atlanta_Sunday 09/23/07,Carolina,2007,Sunday 09/23/07,@ Atlanta,27-20,Week 3,-4.0,1,7,1,3.0,Atlanta,Carolina,-1,1,200709230atl,
221,Atlanta_Sunday 09/24/00,St. Louis,2000,Sunday 09/24/00,@ Atlanta,41-20,Week 4,-7.0,1,21,1,14.0,Atlanta,St. Louis,-2,1,200009240atl,58761.0
222,Atlanta_Sunday 09/26/04,Atlanta,2004,Sunday 09/26/04,Arizona,6-3,Week 3,-11.0,0,3,1,-8.0,Atlanta,Arizona,-1,-4,200409260atl,
223,Atlanta_Sunday 09/30/07,Houston,2007,Sunday 09/30/07,@ Atlanta,16-26,Week 4,-2.5,0,-10,0,-12.5,Atlanta,Houston,-2,1,200709300atl,
224,Atlanta_Sunday 09/30/12,Atlanta,2012,Sunday 09/30/12,Carolina,30-28,Week 4,-7.0,0,2,1,-5.0,Atlanta,Carolina,2,-4,201209300atl,69594.0
225,Atlanta_Sunday 10/01/06,Atlanta,2006,Sunday 10/01/06,Arizona,32-10,Week 4,-7.0,1,22,1,15.0,Atlanta,Arizona,3,-1,200610010atl,
226,Atlanta_Sunday 10/02/05,Atlanta,2005,Sunday 10/02/05,Minnesota,30-10,Week 4,-6.0,1,20,1,14.0,Atlanta,Minnesota,4,-1,200510020atl,
227,Atlanta_Sunday 10/03/10,Atlanta,2010,Sunday 10/03/10,San Francisco,16-14,Week 4,-7.0,0,2,1,-5.0,Atlanta,San Francisco,7,1,201010030atl,66874.0
228,Atlanta_Sunday 10/03/99,Atlanta,1999,Sunday 10/03/99,Baltimore,13-19,Week 4,-3.0,0,-6,0,-9.0,Atlanta,Baltimore,8,4,199910030atl,50712.0
229,Atlanta_Sunday 10/05/03,Minnesota,2003,Sunday 10/05/03,@ Atlanta,39-26,Week 5,-5.5,1,13,1,7.5,Atlanta,Minnesota,1,-1,200310050atl,70427.0
230,Atlanta_Sunday 10/06/02,Atlanta,2002,Sunday 10/06/02,Tampa Bay,6-20,Week 5,-1.5,0,-14,0,-15.5,Atlanta,Tampa Bay,-1,-5,200210060atl,
231,Atlanta_Sunday 10/07/01,Atlanta,2001,Sunday 10/07/01,Chicago,3-31,Week 4,-3.0,0,-28,0,-31.0,Atlanta,Chicago,-2,-2,200110070atl,
232,Atlanta_Sunday 10/08/00,N.Y. Giants,2000,Sunday 10/08/00,@ Atlanta,13-6,Week 6,-1.0,1,7,1,6.0,Atlanta,N.Y. Giants,3,1,200010080atl,50947.0
233,Atlanta_Sunday 10/09/05,Atlanta,2005,Sunday 10/09/05,New England,28-31,Week 5,-3.0,0,-3,0,-6.0,Atlanta,New England,-1,4,200510090atl,
234,Atlanta_Sunday 10/10/04,Atlanta,2004,Sunday 10/10/04,Detroit,10-17,Week 5,-7.0,0,-7,0,-14.0,Atlanta,Detroit,-2,1,200410100atl,
235,Atlanta_Sunday 10/12/08,Chicago,2008,Sunday 10/12/08,@ Atlanta,20-22,Week 6,-3.0,0,-2,0,-5.0,Atlanta,Chicago,-1,3,200810120atl,64096.0
236,Atlanta_Sunday 10/12/14,Atlanta,2014,Sunday 10/12/14,Chicago,13-27,Week 6,-3.0,0,-14,0,-17.0,Atlanta,Chicago,4,-2,201410120atl,70712.0
237,Atlanta_Sunday 10/14/01,San Francisco,2001,Sunday 10/14/01,@ Atlanta,37-31,Week 5,-3.5,1,6,1,2.5,Atlanta,San Francisco,1,1,200110140atl,
238,Atlanta_Sunday 10/14/12,Atlanta,2012,Sunday 10/14/12,Oakland,23-20,Week 6,-9.5,0,3,1,-6.5,Atlanta,Oakland,-1,-8,201210140atl,69383.0
239,Atlanta_Sunday 10/15/06,Atlanta,2006,Sunday 10/15/06,N.Y. Giants,14-27,Week 6,-3.0,0,-13,0,-16.0,Atlanta,N.Y. Giants,-1,2,200610150atl,
240,Atlanta_Sunday 10/16/11,Atlanta,2011,Sunday 10/16/11,Carolina,31-17,Week 6,-3.5,1,14,1,10.5,Atlanta,Carolina,1,2,201110160atl,69047.0
241,Atlanta_Sunday 10/17/04,Atlanta,2004,Sunday 10/17/04,San Diego,21-20,Week 6,-5.5,0,1,1,-4.5,Atlanta,San Diego,2,2,200410170atl,
242,Atlanta_Sunday 10/17/99,St. Louis,1999,Sunday 10/17/99,@ Atlanta,41-13,Week 6,-4.0,1,28,1,24.0,Atlanta,St. Louis,1,-1,199910170atl,51973.0
243,Atlanta_Sunday 10/19/03,New Orleans,2003,Sunday 10/19/03,@ Atlanta,45-17,Week 7,-3.0,1,28,1,25.0,Atlanta,New Orleans,1,-2,200310190atl,70837.0
244,Atlanta_Sunday 10/20/02,Atlanta,2002,Sunday 10/20/02,Carolina,30-0,Week 7,-4.0,1,30,1,26.0,Atlanta,Carolina,-4,-1,200210200atl,
245,Atlanta_Sunday 10/20/13,Atlanta,2013,Sunday 10/20/13,Tampa Bay,31-23,Week 7,-6.0,1,8,1,2.0,Atlanta,Tampa Bay,1,-4,201310200atl,69522.0
246,Atlanta_Sunday 10/22/00,New Orleans,2000,Sunday 10/22/00,@ Atlanta,21-19,Week 8,-2.5,0,2,1,-0.5,Atlanta,New Orleans,2,-1,200010220atl,56508.0
247,Atlanta_Sunday 10/22/06,Pittsburgh,2006,Sunday 10/22/06,@ Atlanta,38-41,Week 7,-2.5,0,-3,0,-5.5,Atlanta,Pittsburgh,9,-2,200610220atl,
248,Atlanta_Sunday 10/24/10,Atlanta,2010,Sunday 10/24/10,Cincinnati,39-32,Week 7,-3.5,1,7,1,3.5,Atlanta,Cincinnati,-1,-1,201010240atl,67665.0
249,Atlanta_Sunday 10/26/14,Detroit,2014,Sunday 10/26/14,@ Atlanta,22-21,Week 8,-3.5,0,1,1,-2.5,Atlanta,Detroit,-2,-2,201410260atl,83532.0
250,Atlanta_Sunday 10/29/00,Carolina,2000,Sunday 10/29/00,@ Atlanta,12-13,Week 9,-3.0,0,-1,0,-4.0,Atlanta,Carolina,-5,1,200010290atl,46178.0
251,Atlanta_Sunday 10/31/99,Atlanta,1999,Sunday 10/31/99,Carolina,27-20,Week 8,-2.5,1,7,1,4.5,Atlanta,Carolina,4,-3,199910310atl,52594.0
252,Atlanta_Sunday 11/02/03,Philadelphia,2003,Sunday 11/02/03,@ Atlanta,23-16,Week 9,-6.0,1,7,1,1.0,Atlanta,Philadelphia,1,5,200311020atl,70064.0
253,Atlanta_Sunday 11/03/02,Atlanta,2002,Sunday 11/03/02,Baltimore,20-17,Week 9,-7.5,0,3,1,-4.5,Atlanta,Baltimore,1,3,200211030atl,
254,Atlanta_Sunday 11/04/01,Atlanta,2001,Sunday 11/04/01,New England,10-24,Week 8,-3.0,0,-14,0,-17.0,Atlanta,New England,-1,5,200111040atl,
255,Atlanta_Sunday 11/04/07,Atlanta,2007,Sunday 11/04/07,San Francisco,20-16,Week 9,-3.5,1,4,1,0.5,Atlanta,San Francisco,-2,2,200711040atl,
256,Atlanta_Sunday 11/05/00,Tampa Bay,2000,Sunday 11/05/00,@ Atlanta,27-14,Week 10,-8.5,1,13,1,4.5,Atlanta,Tampa Bay,2,1,200011050atl,70097.0
257,Atlanta_Sunday 11/07/10,Atlanta,2010,Sunday 11/07/10,Tampa Bay,27-21,Week 9,-10.0,0,6,1,-4.0,Atlanta,Tampa Bay,2,1,201011070atl,67266.0
258,Atlanta_Sunday 11/07/99,Jacksonville,1999,Sunday 11/07/99,@ Atlanta,30-7,Week 9,-6.5,1,23,1,16.5,Atlanta,Jacksonville,2,3,199911070atl,68466.0
259,Atlanta_Sunday 11/08/09,Atlanta,2009,Sunday 11/08/09,Washington,31-17,Week 9,-9.0,1,14,1,5.0,Atlanta,Washington,-1,-1,200911080atl,67982.0
260,Atlanta_Sunday 11/09/08,Atlanta,2008,Sunday 11/09/08,New Orleans,34-20,Week 10,-1.0,1,14,1,13.0,Atlanta,New Orleans,2,1,200811090atl,64826.0
261,Atlanta_Sunday 11/10/13,Seattle,2013,Sunday 11/10/13,@ Atlanta,33-10,Week 10,-3.5,1,23,1,19.5,Atlanta,Seattle,2,-1,201311100atl,70309.0
262,Atlanta_Sunday 11/11/01,Atlanta,2001,Sunday 11/11/01,Dallas,20-13,Week 9,-4.0,1,7,1,3.0,Atlanta,Dallas,-2,1,200111110atl,
263,Atlanta_Sunday 11/12/06,Atlanta,2006,Sunday 11/12/06,Cleveland,13-17,Week 10,-9.0,0,-4,0,-13.0,Atlanta,Cleveland,-2,1,200611120atl,
264,Atlanta_Sunday 11/13/05,Atlanta,2005,Sunday 11/13/05,Green Bay,25-33,Week 10,-9.0,0,-8,0,-17.0,Atlanta,Green Bay,-3,1,200511130atl,
265,Atlanta_Sunday 11/13/11,Atlanta,2011,Sunday 11/13/11,New Orleans,23-26,Week 10,-1.0,0,-3,0,-4.0,Atlanta,New Orleans,-4,-1,201111130atl,70359.0
266,Atlanta_Sunday 11/14/04,Atlanta,2004,Sunday 11/14/04,Tampa Bay,24-14,Week 10,-3.5,1,10,1,6.5,Atlanta,Tampa Bay,-5,-1,200411140atl,
267,Atlanta_Sunday 11/16/08,Atlanta,2008,Sunday 11/16/08,Denver,20-24,Week 11,-6.5,0,-4,0,-10.5,Atlanta,Denver,-2,1,200811160atl,54644.0
268,Atlanta_Sunday 11/17/02,Atlanta,2002,Sunday 11/17/02,New Orleans,24-17,Week 11,-1.5,1,7,1,5.5,Atlanta,New Orleans,1,-1,200211170atl,
269,Atlanta_Sunday 11/18/07,Tampa Bay,2007,Sunday 11/18/07,@ Atlanta,31-7,Week 11,-3.0,1,24,1,21.0,Atlanta,Tampa Bay,-1,1,200711180atl,
270,Atlanta_Sunday 11/18/12,Atlanta,2012,Sunday 11/18/12,Arizona,23-19,Week 11,-9.5,0,4,1,-5.5,Atlanta,Arizona,-1,3,201211180atl,69630.0
271,Atlanta_Sunday 11/20/05,Atlanta,2005,Sunday 11/20/05,Tampa Bay,27-30,Week 11,-6.0,0,-3,0,-9.0,Atlanta,Tampa Bay,-2,1,200511200atl,
272,Atlanta_Sunday 11/20/11,Atlanta,2011,Sunday 11/20/11,Tennessee,23-17,Week 11,-6.5,0,6,1,-0.5,Atlanta,Tennessee,-3,-1,201111200atl,68164.0
273,Atlanta_Sunday 11/23/03,Tennessee,2003,Sunday 11/23/03,@ Atlanta,38-31,Week 12,-7.0,0,7,1,0.0,Atlanta,Tennessee,1,-2,200311230atl,70891.0
274,Atlanta_Sunday 11/23/08,Atlanta,2008,Sunday 11/23/08,Carolina,45-28,Week 12,-1.0,1,17,1,16.0,Atlanta,Carolina,-3,-1,200811230atl,64841.0
275,Atlanta_Sunday 11/23/14,Atlanta,2014,Sunday 11/23/14,Cleveland,24-26,Week 12,-3.0,0,-2,0,-5.0,Atlanta,Cleveland,1,-6,201411230atl,70046.0
276,Atlanta_Sunday 11/26/06,Atlanta,2006,Sunday 11/26/06,New Orleans,13-31,Week 12,-3.0,0,-18,0,-21.0,Atlanta,New Orleans,-1,1,200611260atl,
277,Atlanta_Sunday 11/27/11,Atlanta,2011,Sunday 11/27/11,Minnesota,24-14,Week 12,-10.0,0,10,1,0.0,Atlanta,Minnesota,-2,2,201111270atl,68115.0
278,Atlanta_Sunday 11/28/04,Atlanta,2004,Sunday 11/28/04,New Orleans,24-21,Week 12,-9.5,0,3,1,-6.5,Atlanta,New Orleans,1,2,200411280atl,
279,Atlanta_Sunday 11/28/10,Atlanta,2010,Sunday 11/28/10,Green Bay,20-17,Week 12,-2.5,1,3,1,0.5,Atlanta,Green Bay,2,-3,201011280atl,68204.0
280,Atlanta_Sunday 11/29/09,Atlanta,2009,Sunday 11/29/09,Tampa Bay,20-17,Week 12,-12.0,0,3,1,-9.0,Atlanta,Tampa Bay,3,1,200911290atl,67029.0
281,Atlanta_Sunday 11/30/14,Arizona,2014,Sunday 11/30/14,@ Atlanta,18-29,Week 13,-1.5,0,-11,0,-12.5,Atlanta,Arizona,-2,1,201411300atl,69557.0
282,Atlanta_Sunday 12/02/01,St. Louis,2001,Sunday 12/02/01,@ Atlanta,35-6,Week 12,-7.5,1,29,1,21.5,Atlanta,St. Louis,-2,4,200112020atl,
283,Atlanta_Sunday 12/03/00,Atlanta,2000,Sunday 12/03/00,Seattle,10-30,Week 14,-1.0,0,-20,0,-21.0,Atlanta,Seattle,-2,3,200012030atl,44680.0
284,Atlanta_Sunday 12/05/99,Atlanta,1999,Sunday 12/05/99,New Orleans,35-12,Week 13,-4.0,1,23,1,19.0,Atlanta,New Orleans,1,1,199912050atl,62568.0
285,Atlanta_Sunday 12/06/09,Philadelphia,2009,Sunday 12/06/09,@ Atlanta,34-7,Week 13,-4.0,1,27,1,23.0,Atlanta,Philadelphia,-1,2,200912060atl,69560.0
286,Atlanta_Sunday 12/09/01,New Orleans,2001,Sunday 12/09/01,@ Atlanta,28-10,Week 13,-3.0,1,18,1,15.0,Atlanta,New Orleans,1,-4,200112090atl,68826.0
287,Atlanta_Sunday 12/12/04,Atlanta,2004,Sunday 12/12/04,Oakland,35-10,Week 14,-7.5,1,25,1,17.5,Atlanta,Oakland,2,-4,200412120atl,
288,Atlanta_Sunday 12/13/09,New Orleans,2009,Sunday 12/13/09,@ Atlanta,26-23,Week 14,-10.0,0,3,1,-7.0,Atlanta,New Orleans,-1,-1,200912130atl,68930.0
289,Atlanta_Sunday 12/14/08,Atlanta,2008,Sunday 12/14/08,Tampa Bay,13-10,Week 15,-5.5,0,3,1,-2.5,Atlanta,Tampa Bay,-3,1,200812140atl,65045.0
290,Atlanta_Sunday 12/15/02,Atlanta,2002,Sunday 12/15/02,Seattle,24-30,Week 15,-9.5,0,-6,0,-15.5,Atlanta,Seattle,1,1,200212150atl,
